MSOA21CD,Intercept,IMD,Asian,Black,Other,retailers___other,takeaway_sandwich_shop,pub_bar_nightclub,supermarkets_hypermarkets,hotel_bed_and_breakfast_guest_house,other_catering_premises,log_pop_density,local_R2,y_pred
E02000071,0.9948194778323868,0.3088706033989108,0.3387758946997841,0.14040556887254318,-0.7115459926729876,0.09222538770700447,-0.01991850623111331,-0.03210884037728132,-0.10885074772987227,0.11594563511725339,-0.03596142993658756,-0.48664140292699753,0.3886668147273799,3.1838256640173466
E02000072,-0.803140185906423,0.2815318943095403,0.3024594558837366,0.1494206381762108,-0.7723359116900352,0.055220813407358516,-0.02250106537035939,-0.052109497255123566,-0.11199943081226217,0.0499605639998129,-0.054314174927353284,-0.020436905729871432,0.3254841026714632,4.569076264677975
E02000073,2.554246427341418,0.20220626486852575,0.35795840236851,0.12038319962827432,-0.6550567137447363,0.1165949994531023,0.001548854235028846,-0.003911763157750495,-0.10592804713419327,0.17508363940277816,-0.022955166064550645,-0.799374217603691,0.4242885519500668,5.060848363452307
E02000074,0.7223027980973596,0.30740788249893397,0.3255969573986742,0.14545958614161383,-0.6970251972335565,0.06891511047564691,-0.006809900193985204,-0.042006096286420935,-0.11400675629278936,0.08715403152021674,-0.033775430997564235,-0.3824725908132632,0.3383874027289583,3.4359930145234463
E02000075,2.768717255825258,0.2712073600888486,0.35664417459623565,0.13283690383518024,-0.6453080421656412,0.09702106886724975,0.00699638432834801,-0.017013626830204888,-0.11062797798255124,0.14644817040310643,-0.018528687729123257,-0.8199694401492239,0.3756178835051601,4.787814806157291
E02000077,2.8763984877756172,0.1142675810325448,0.3565108605763597,0.1068973769532473,-0.6129362168415324,0.11801470332842313,0.020460366401595993,0.005755789460426368,-0.10394588852834107,0.19927812043924997,-0.020140784029145195,-0.834987212440042,0.4219483765632628,5.127833771529605
E02000078,1.9226067724860274,0.3064174888520172,0.34040636357789117,0.14213918909863307,-0.6417912336319278,0.07340075901369646,0.010434622895544136,-0.033566704692675746,-0.1171876243851207,0.10699421688355545,-0.019804901504709687,-0.6351208335858962,0.33399873799006613,3.1374381402867755
E02000079,3.143475525502169,0.18515917923138933,0.3600841605474501,0.12080673799250281,-0.6086860950994754,0.08323940173456298,0.03872373500229618,-0.009527860327225867,-0.11460651740660323,0.1516212984931788,-0.002215029805165681,-0.849147265954735,0.34277064684972713,3.1747359493144507
E02000080,2.6790434850220506,0.04271193261024392,0.34212020607537746,0.0957360070342694,-0.5634866483615939,0.09991263952676606,0.04285221479076144,0.007966704449524891,-0.09626776513053335,0.21051276538332828,-0.0128567917087258,-0.74670920391792,0.36182727124344644,4.223900962481666
E02000081,2.2970339544583407,0.21832315206522812,0.35006701082194763,0.12834205465898288,-0.6129641352444111,0.0692781295351057,0.03793196944124155,-0.020313156145389227,-0.11981373045553825,0.12188886989330525,-0.00080581054559716,-0.7009845388777189,0.3268614883921522,2.6380132833307197
