Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000331,Greenwich 019,41,Aged 41 years,133
E02000331,Greenwich 019,42,Aged 42 years,135
E02000331,Greenwich 019,43,Aged 43 years,117
E02000331,Greenwich 019,44,Aged 44 years,134
E02000331,Greenwich 019,45,Aged 45 years,131
E02000331,Greenwich 019,46,Aged 46 years,105
E02000331,Greenwich 019,47,Aged 47 years,108
E02000331,Greenwich 019,48,Aged 48 years,131
E02000331,Greenwich 019,49,Aged 49 years,99
E02000331,Greenwich 019,50,Aged 50 years,136
E02000331,Greenwich 019,51,Aged 51 years,143
E02000331,Greenwich 019,52,Aged 52 years,115
E02000331,Greenwich 019,53,Aged 53 years,99
E02000331,Greenwich 019,54,Aged 54 years,77
E02000331,Greenwich 019,55,Aged 55 years,106
E02000331,Greenwich 019,56,Aged 56 years,71
E02000331,Greenwich 019,57,Aged 57 years,92
E02000331,Greenwich 019,58,Aged 58 years,94
E02000331,Greenwich 019,59,Aged 59 years,79
E02000331,Greenwich 019,60,Aged 60 years,102
E02000331,Greenwich 019,61,Aged 61 years,82
E02000331,Greenwich 019,62,Aged 62 years,75
E02000331,Greenwich 019,63,Aged 63 years,72
E02000331,Greenwich 019,64,Aged 64 years,51
E02000331,Greenwich 019,65,Aged 65 years,58
E02000331,Greenwich 019,66,Aged 66 years,66
E02000331,Greenwich 019,67,Aged 67 years,59
E02000331,Greenwich 019,68,Aged 68 years,48
E02000331,Greenwich 019,69,Aged 69 years,47
E02000331,Greenwich 019,70,Aged 70 years,48
E02000331,Greenwich 019,71,Aged 71 years,49
E02000331,Greenwich 019,72,Aged 72 years,28
E02000331,Greenwich 019,73,Aged 73 years,54
E02000331,Greenwich 019,74,Aged 74 years,44
E02000331,Greenwich 019,75,Aged 75 years,41
E02000331,Greenwich 019,76,Aged 76 years,33
E02000331,Greenwich 019,77,Aged 77 years,29
E02000331,Greenwich 019,78,Aged 78 years,18
E02000331,Greenwich 019,79,Aged 79 years,29
E02000331,Greenwich 019,80,Aged 80 years,23
E02000331,Greenwich 019,81,Aged 81 years,18
E02000331,Greenwich 019,82,Aged 82 years,34
E02000331,Greenwich 019,83,Aged 83 years,15
E02000331,Greenwich 019,84,Aged 84 years,21
E02000331,Greenwich 019,85,Aged 85 years,12
E02000331,Greenwich 019,86,Aged 86 years,11
E02000331,Greenwich 019,87,Aged 87 years,15
E02000331,Greenwich 019,88,Aged 88 years,7
E02000331,Greenwich 019,89,Aged 89 years,7
E02000331,Greenwich 019,90,Aged 90 years,15
E02000331,Greenwich 019,91,Aged 91 years,5
E02000331,Greenwich 019,92,Aged 92 years,6
E02000331,Greenwich 019,93,Aged 93 years,2
E02000331,Greenwich 019,94,Aged 94 years,1
E02000331,Greenwich 019,95,Aged 95 years,4
E02000331,Greenwich 019,96,Aged 96 years,3
E02000331,Greenwich 019,97,Aged 97 years,1
E02000331,Greenwich 019,98,Aged 98 years,2
E02000331,Greenwich 019,99,Aged 99 years,0
E02000331,Greenwich 019,100,Aged 100 years and over,0
E02000332,Greenwich 020,0,Aged under 1 year,83
E02000332,Greenwich 020,1,Aged 1 year,104
E02000332,Greenwich 020,2,Aged 2 years,105
E02000332,Greenwich 020,3,Aged 3 years,85
E02000332,Greenwich 020,4,Aged 4 years,74
E02000332,Greenwich 020,5,Aged 5 years,95
E02000332,Greenwich 020,6,Aged 6 years,133
E02000332,Greenwich 020,7,Aged 7 years,94
E02000332,Greenwich 020,8,Aged 8 years,85
E02000332,Greenwich 020,9,Aged 9 years,100
E02000332,Greenwich 020,10,Aged 10 years,110
E02000332,Greenwich 020,11,Aged 11 years,128
E02000332,Greenwich 020,12,Aged 12 years,74
E02000332,Greenwich 020,13,Aged 13 years,97
E02000332,Greenwich 020,14,Aged 14 years,84
E02000332,Greenwich 020,15,Aged 15 years,71
E02000332,Greenwich 020,16,Aged 16 years,93
E02000332,Greenwich 020,17,Aged 17 years,52
E02000332,Greenwich 020,18,Aged 18 years,63
E02000332,Greenwich 020,19,Aged 19 years,44
E02000332,Greenwich 020,20,Aged 20 years,55
E02000332,Greenwich 020,21,Aged 21 years,61
E02000332,Greenwich 020,22,Aged 22 years,127
E02000332,Greenwich 020,23,Aged 23 years,88
E02000332,Greenwich 020,24,Aged 24 years,79
E02000332,Greenwich 020,25,Aged 25 years,80
E02000332,Greenwich 020,26,Aged 26 years,66
E02000332,Greenwich 020,27,Aged 27 years,98
E02000332,Greenwich 020,28,Aged 28 years,72
E02000332,Greenwich 020,29,Aged 29 years,91
E02000332,Greenwich 020,30,Aged 30 years,92
E02000332,Greenwich 020,31,Aged 31 years,113
E02000332,Greenwich 020,32,Aged 32 years,93
E02000332,Greenwich 020,33,Aged 33 years,137
E02000332,Greenwich 020,34,Aged 34 years,104
E02000332,Greenwich 020,35,Aged 35 years,105
E02000332,Greenwich 020,36,Aged 36 years,127
E02000332,Greenwich 020,37,Aged 37 years,116
E02000332,Greenwich 020,38,Aged 38 years,123
E02000332,Greenwich 020,39,Aged 39 years,125
E02000332,Greenwich 020,40,Aged 40 years,124
E02000332,Greenwich 020,41,Aged 41 years,106
E02000332,Greenwich 020,42,Aged 42 years,143
E02000332,Greenwich 020,43,Aged 43 years,110
E02000332,Greenwich 020,44,Aged 44 years,151
E02000332,Greenwich 020,45,Aged 45 years,93
E02000332,Greenwich 020,46,Aged 46 years,119
E02000332,Greenwich 020,47,Aged 47 years,92
E02000332,Greenwich 020,48,Aged 48 years,157
E02000332,Greenwich 020,49,Aged 49 years,96
E02000332,Greenwich 020,50,Aged 50 years,111
E02000332,Greenwich 020,51,Aged 51 years,117
E02000332,Greenwich 020,52,Aged 52 years,107
E02000332,Greenwich 020,53,Aged 53 years,138
E02000332,Greenwich 020,54,Aged 54 years,116
E02000332,Greenwich 020,55,Aged 55 years,88
E02000332,Greenwich 020,56,Aged 56 years,88
E02000332,Greenwich 020,57,Aged 57 years,101
E02000332,Greenwich 020,58,Aged 58 years,101
E02000332,Greenwich 020,59,Aged 59 years,101
E02000332,Greenwich 020,60,Aged 60 years,94
E02000332,Greenwich 020,61,Aged 61 years,90
E02000332,Greenwich 020,62,Aged 62 years,89
E02000332,Greenwich 020,63,Aged 63 years,70
E02000332,Greenwich 020,64,Aged 64 years,73
E02000332,Greenwich 020,65,Aged 65 years,66
E02000332,Greenwich 020,66,Aged 66 years,51
E02000332,Greenwich 020,67,Aged 67 years,52
E02000332,Greenwich 020,68,Aged 68 years,83
E02000332,Greenwich 020,69,Aged 69 years,62
E02000332,Greenwich 020,70,Aged 70 years,64
E02000332,Greenwich 020,71,Aged 71 years,44
E02000332,Greenwich 020,72,Aged 72 years,51
E02000332,Greenwich 020,73,Aged 73 years,50
E02000332,Greenwich 020,74,Aged 74 years,66
E02000332,Greenwich 020,75,Aged 75 years,61
E02000332,Greenwich 020,76,Aged 76 years,58
E02000332,Greenwich 020,77,Aged 77 years,33
E02000332,Greenwich 020,78,Aged 78 years,55
E02000332,Greenwich 020,79,Aged 79 years,23
E02000332,Greenwich 020,80,Aged 80 years,30
E02000332,Greenwich 020,81,Aged 81 years,26
E02000332,Greenwich 020,82,Aged 82 years,31
E02000332,Greenwich 020,83,Aged 83 years,21
E02000332,Greenwich 020,84,Aged 84 years,21
E02000332,Greenwich 020,85,Aged 85 years,19
E02000332,Greenwich 020,86,Aged 86 years,20
E02000332,Greenwich 020,87,Aged 87 years,22
E02000332,Greenwich 020,88,Aged 88 years,9
E02000332,Greenwich 020,89,Aged 89 years,8
E02000332,Greenwich 020,90,Aged 90 years,6
E02000332,Greenwich 020,91,Aged 91 years,8
E02000332,Greenwich 020,92,Aged 92 years,5
E02000332,Greenwich 020,93,Aged 93 years,5
E02000332,Greenwich 020,94,Aged 94 years,0
E02000332,Greenwich 020,95,Aged 95 years,2
E02000332,Greenwich 020,96,Aged 96 years,4
E02000332,Greenwich 020,97,Aged 97 years,2
E02000332,Greenwich 020,98,Aged 98 years,0
E02000332,Greenwich 020,99,Aged 99 years,0
E02000332,Greenwich 020,100,Aged 100 years and over,0
E02000333,Greenwich 021,0,Aged under 1 year,80
E02000333,Greenwich 021,1,Aged 1 year,62
E02000333,Greenwich 021,2,Aged 2 years,58
E02000333,Greenwich 021,3,Aged 3 years,59
E02000333,Greenwich 021,4,Aged 4 years,62
E02000333,Greenwich 021,5,Aged 5 years,80
E02000333,Greenwich 021,6,Aged 6 years,60
E02000333,Greenwich 021,7,Aged 7 years,61
E02000333,Greenwich 021,8,Aged 8 years,95
E02000333,Greenwich 021,9,Aged 9 years,81
E02000333,Greenwich 021,10,Aged 10 years,71
E02000333,Greenwich 021,11,Aged 11 years,92
E02000333,Greenwich 021,12,Aged 12 years,75
E02000333,Greenwich 021,13,Aged 13 years,69
E02000333,Greenwich 021,14,Aged 14 years,64
E02000333,Greenwich 021,15,Aged 15 years,48
E02000333,Greenwich 021,16,Aged 16 years,45
E02000333,Greenwich 021,17,Aged 17 years,42
E02000333,Greenwich 021,18,Aged 18 years,35
E02000333,Greenwich 021,19,Aged 19 years,23
E02000333,Greenwich 021,20,Aged 20 years,23
E02000333,Greenwich 021,21,Aged 21 years,30
E02000333,Greenwich 021,22,Aged 22 years,46
E02000333,Greenwich 021,23,Aged 23 years,73
E02000333,Greenwich 021,24,Aged 24 years,68
E02000333,Greenwich 021,25,Aged 25 years,93
E02000333,Greenwich 021,26,Aged 26 years,77
E02000333,Greenwich 021,27,Aged 27 years,94
E02000333,Greenwich 021,28,Aged 28 years,99
E02000333,Greenwich 021,29,Aged 29 years,121
E02000333,Greenwich 021,30,Aged 30 years,116
E02000333,Greenwich 021,31,Aged 31 years,117
E02000333,Greenwich 021,32,Aged 32 years,139
E02000333,Greenwich 021,33,Aged 33 years,93
E02000333,Greenwich 021,34,Aged 34 years,106
E02000333,Greenwich 021,35,Aged 35 years,133
E02000333,Greenwich 021,36,Aged 36 years,99
E02000333,Greenwich 021,37,Aged 37 years,96
E02000333,Greenwich 021,38,Aged 38 years,113
E02000333,Greenwich 021,39,Aged 39 years,109
E02000333,Greenwich 021,40,Aged 40 years,102
E02000333,Greenwich 021,41,Aged 41 years,128
E02000333,Greenwich 021,42,Aged 42 years,109
E02000333,Greenwich 021,43,Aged 43 years,112
E02000333,Greenwich 021,44,Aged 44 years,104
E02000333,Greenwich 021,45,Aged 45 years,95
E02000333,Greenwich 021,46,Aged 46 years,120
E02000333,Greenwich 021,47,Aged 47 years,93
E02000333,Greenwich 021,48,Aged 48 years,73
E02000333,Greenwich 021,49,Aged 49 years,79
E02000333,Greenwich 021,50,Aged 50 years,119
E02000333,Greenwich 021,51,Aged 51 years,88
E02000333,Greenwich 021,52,Aged 52 years,89
E02000333,Greenwich 021,53,Aged 53 years,78
E02000333,Greenwich 021,54,Aged 54 years,90
E02000333,Greenwich 021,55,Aged 55 years,78
E02000333,Greenwich 021,56,Aged 56 years,96
E02000333,Greenwich 021,57,Aged 57 years,80
E02000333,Greenwich 021,58,Aged 58 years,77
E02000333,Greenwich 021,59,Aged 59 years,65
E02000333,Greenwich 021,60,Aged 60 years,77
E02000333,Greenwich 021,61,Aged 61 years,43
E02000333,Greenwich 021,62,Aged 62 years,57
E02000333,Greenwich 021,63,Aged 63 years,42
E02000333,Greenwich 021,64,Aged 64 years,52
E02000333,Greenwich 021,65,Aged 65 years,50
E02000333,Greenwich 021,66,Aged 66 years,37
E02000333,Greenwich 021,67,Aged 67 years,50
E02000333,Greenwich 021,68,Aged 68 years,33
E02000333,Greenwich 021,69,Aged 69 years,38
E02000333,Greenwich 021,70,Aged 70 years,50
E02000333,Greenwich 021,71,Aged 71 years,45
E02000333,Greenwich 021,72,Aged 72 years,54
E02000333,Greenwich 021,73,Aged 73 years,51
E02000333,Greenwich 021,74,Aged 74 years,48
E02000333,Greenwich 021,75,Aged 75 years,41
E02000333,Greenwich 021,76,Aged 76 years,56
E02000333,Greenwich 021,77,Aged 77 years,52
E02000333,Greenwich 021,78,Aged 78 years,39
E02000333,Greenwich 021,79,Aged 79 years,30
E02000333,Greenwich 021,80,Aged 80 years,36
E02000333,Greenwich 021,81,Aged 81 years,30
E02000333,Greenwich 021,82,Aged 82 years,30
E02000333,Greenwich 021,83,Aged 83 years,45
E02000333,Greenwich 021,84,Aged 84 years,23
E02000333,Greenwich 021,85,Aged 85 years,17
E02000333,Greenwich 021,86,Aged 86 years,23
E02000333,Greenwich 021,87,Aged 87 years,26
E02000333,Greenwich 021,88,Aged 88 years,24
E02000333,Greenwich 021,89,Aged 89 years,7
E02000333,Greenwich 021,90,Aged 90 years,16
E02000333,Greenwich 021,91,Aged 91 years,5
E02000333,Greenwich 021,92,Aged 92 years,10
E02000333,Greenwich 021,93,Aged 93 years,4
E02000333,Greenwich 021,94,Aged 94 years,5
E02000333,Greenwich 021,95,Aged 95 years,3
E02000333,Greenwich 021,96,Aged 96 years,3
E02000333,Greenwich 021,97,Aged 97 years,4
E02000333,Greenwich 021,98,Aged 98 years,3
E02000333,Greenwich 021,99,Aged 99 years,4
E02000333,Greenwich 021,100,Aged 100 years and over,1
E02000334,Greenwich 022,0,Aged under 1 year,92
E02000334,Greenwich 022,1,Aged 1 year,74
E02000334,Greenwich 022,2,Aged 2 years,88
E02000334,Greenwich 022,3,Aged 3 years,78
E02000334,Greenwich 022,4,Aged 4 years,76
E02000334,Greenwich 022,5,Aged 5 years,73
E02000334,Greenwich 022,6,Aged 6 years,79
E02000334,Greenwich 022,7,Aged 7 years,74
E02000334,Greenwich 022,8,Aged 8 years,87
E02000334,Greenwich 022,9,Aged 9 years,72
E02000334,Greenwich 022,10,Aged 10 years,81
E02000334,Greenwich 022,11,Aged 11 years,96
E02000334,Greenwich 022,12,Aged 12 years,87
E02000334,Greenwich 022,13,Aged 13 years,89
E02000334,Greenwich 022,14,Aged 14 years,79
E02000334,Greenwich 022,15,Aged 15 years,94
E02000334,Greenwich 022,16,Aged 16 years,82
E02000334,Greenwich 022,17,Aged 17 years,92
E02000334,Greenwich 022,18,Aged 18 years,75
E02000334,Greenwich 022,19,Aged 19 years,80
E02000334,Greenwich 022,20,Aged 20 years,73
E02000334,Greenwich 022,21,Aged 21 years,75
E02000334,Greenwich 022,22,Aged 22 years,60
E02000334,Greenwich 022,23,Aged 23 years,83
E02000334,Greenwich 022,24,Aged 24 years,77
E02000334,Greenwich 022,25,Aged 25 years,73
E02000334,Greenwich 022,26,Aged 26 years,84
E02000334,Greenwich 022,27,Aged 27 years,79
E02000334,Greenwich 022,28,Aged 28 years,64
E02000334,Greenwich 022,29,Aged 29 years,97
E02000334,Greenwich 022,30,Aged 30 years,84
E02000334,Greenwich 022,31,Aged 31 years,97
E02000334,Greenwich 022,32,Aged 32 years,109
E02000334,Greenwich 022,33,Aged 33 years,95
E02000334,Greenwich 022,34,Aged 34 years,92
E02000334,Greenwich 022,35,Aged 35 years,109
E02000334,Greenwich 022,36,Aged 36 years,111
E02000334,Greenwich 022,37,Aged 37 years,125
E02000334,Greenwich 022,38,Aged 38 years,127
E02000334,Greenwich 022,39,Aged 39 years,111
E02000334,Greenwich 022,40,Aged 40 years,98
E02000334,Greenwich 022,41,Aged 41 years,111
E02000334,Greenwich 022,42,Aged 42 years,108
E02000334,Greenwich 022,43,Aged 43 years,91
E02000334,Greenwich 022,44,Aged 44 years,91
E02000334,Greenwich 022,45,Aged 45 years,108
E02000334,Greenwich 022,46,Aged 46 years,100
E02000334,Greenwich 022,47,Aged 47 years,87
E02000334,Greenwich 022,48,Aged 48 years,92
E02000334,Greenwich 022,49,Aged 49 years,78
E02000334,Greenwich 022,50,Aged 50 years,112
E02000334,Greenwich 022,51,Aged 51 years,100
E02000334,Greenwich 022,52,Aged 52 years,108
E02000334,Greenwich 022,53,Aged 53 years,78
E02000334,Greenwich 022,54,Aged 54 years,94
E02000334,Greenwich 022,55,Aged 55 years,121
E02000334,Greenwich 022,56,Aged 56 years,88
E02000334,Greenwich 022,57,Aged 57 years,73
E02000334,Greenwich 022,58,Aged 58 years,93
E02000334,Greenwich 022,59,Aged 59 years,90
E02000334,Greenwich 022,60,Aged 60 years,73
E02000334,Greenwich 022,61,Aged 61 years,80
E02000334,Greenwich 022,62,Aged 62 years,79
E02000334,Greenwich 022,63,Aged 63 years,55
E02000334,Greenwich 022,64,Aged 64 years,48
E02000334,Greenwich 022,65,Aged 65 years,82
E02000334,Greenwich 022,66,Aged 66 years,49
E02000334,Greenwich 022,67,Aged 67 years,53
E02000334,Greenwich 022,68,Aged 68 years,42
E02000334,Greenwich 022,69,Aged 69 years,56
E02000334,Greenwich 022,70,Aged 70 years,47
E02000334,Greenwich 022,71,Aged 71 years,47
E02000334,Greenwich 022,72,Aged 72 years,51
E02000334,Greenwich 022,73,Aged 73 years,54
E02000334,Greenwich 022,74,Aged 74 years,46
E02000334,Greenwich 022,75,Aged 75 years,36
E02000334,Greenwich 022,76,Aged 76 years,34
E02000334,Greenwich 022,77,Aged 77 years,40
E02000334,Greenwich 022,78,Aged 78 years,21
E02000334,Greenwich 022,79,Aged 79 years,12
E02000334,Greenwich 022,80,Aged 80 years,28
E02000334,Greenwich 022,81,Aged 81 years,32
E02000334,Greenwich 022,82,Aged 82 years,25
E02000334,Greenwich 022,83,Aged 83 years,21
E02000334,Greenwich 022,84,Aged 84 years,20
E02000334,Greenwich 022,85,Aged 85 years,15
E02000334,Greenwich 022,86,Aged 86 years,24
E02000334,Greenwich 022,87,Aged 87 years,13
E02000334,Greenwich 022,88,Aged 88 years,13
E02000334,Greenwich 022,89,Aged 89 years,14
E02000334,Greenwich 022,90,Aged 90 years,13
E02000334,Greenwich 022,91,Aged 91 years,11
E02000334,Greenwich 022,92,Aged 92 years,4
E02000334,Greenwich 022,93,Aged 93 years,5
E02000334,Greenwich 022,94,Aged 94 years,1
E02000334,Greenwich 022,95,Aged 95 years,0
E02000334,Greenwich 022,96,Aged 96 years,1
E02000334,Greenwich 022,97,Aged 97 years,1
E02000334,Greenwich 022,98,Aged 98 years,0
E02000334,Greenwich 022,99,Aged 99 years,0
E02000334,Greenwich 022,100,Aged 100 years and over,0
E02000335,Greenwich 023,0,Aged under 1 year,108
E02000335,Greenwich 023,1,Aged 1 year,73
E02000335,Greenwich 023,2,Aged 2 years,91
E02000335,Greenwich 023,3,Aged 3 years,107
E02000335,Greenwich 023,4,Aged 4 years,87
E02000335,Greenwich 023,5,Aged 5 years,111
E02000335,Greenwich 023,6,Aged 6 years,83
E02000335,Greenwich 023,7,Aged 7 years,93
E02000335,Greenwich 023,8,Aged 8 years,86
E02000335,Greenwich 023,9,Aged 9 years,78
E02000335,Greenwich 023,10,Aged 10 years,90
E02000335,Greenwich 023,11,Aged 11 years,82
E02000335,Greenwich 023,12,Aged 12 years,76
E02000335,Greenwich 023,13,Aged 13 years,77
E02000335,Greenwich 023,14,Aged 14 years,96
E02000335,Greenwich 023,15,Aged 15 years,58
E02000335,Greenwich 023,16,Aged 16 years,72
E02000335,Greenwich 023,17,Aged 17 years,53
E02000335,Greenwich 023,18,Aged 18 years,59
E02000335,Greenwich 023,19,Aged 19 years,55
E02000335,Greenwich 023,20,Aged 20 years,40
E02000335,Greenwich 023,21,Aged 21 years,65
E02000335,Greenwich 023,22,Aged 22 years,69
E02000335,Greenwich 023,23,Aged 23 years,69
E02000335,Greenwich 023,24,Aged 24 years,57
E02000335,Greenwich 023,25,Aged 25 years,82
E02000335,Greenwich 023,26,Aged 26 years,78
E02000335,Greenwich 023,27,Aged 27 years,68
E02000335,Greenwich 023,28,Aged 28 years,58
E02000335,Greenwich 023,29,Aged 29 years,66
E02000335,Greenwich 023,30,Aged 30 years,52
E02000335,Greenwich 023,31,Aged 31 years,66
E02000335,Greenwich 023,32,Aged 32 years,81
E02000335,Greenwich 023,33,Aged 33 years,79
E02000335,Greenwich 023,34,Aged 34 years,87
E02000335,Greenwich 023,35,Aged 35 years,103
E02000335,Greenwich 023,36,Aged 36 years,104
E02000335,Greenwich 023,37,Aged 37 years,106
E02000335,Greenwich 023,38,Aged 38 years,123
E02000335,Greenwich 023,39,Aged 39 years,117
E02000335,Greenwich 023,40,Aged 40 years,130
E02000335,Greenwich 023,41,Aged 41 years,108
E02000335,Greenwich 023,42,Aged 42 years,112
E02000335,Greenwich 023,43,Aged 43 years,104
E02000335,Greenwich 023,44,Aged 44 years,104
E02000335,Greenwich 023,45,Aged 45 years,112
E02000335,Greenwich 023,46,Aged 46 years,83
E02000335,Greenwich 023,47,Aged 47 years,95
E02000335,Greenwich 023,48,Aged 48 years,88
E02000335,Greenwich 023,49,Aged 49 years,87
E02000335,Greenwich 023,50,Aged 50 years,115
E02000335,Greenwich 023,51,Aged 51 years,100
E02000335,Greenwich 023,52,Aged 52 years,86
E02000335,Greenwich 023,53,Aged 53 years,106
E02000335,Greenwich 023,54,Aged 54 years,102
E02000335,Greenwich 023,55,Aged 55 years,97
E02000335,Greenwich 023,56,Aged 56 years,98
E02000335,Greenwich 023,57,Aged 57 years,101
E02000335,Greenwich 023,58,Aged 58 years,75
E02000335,Greenwich 023,59,Aged 59 years,73
E02000335,Greenwich 023,60,Aged 60 years,81
E02000335,Greenwich 023,61,Aged 61 years,85
E02000335,Greenwich 023,62,Aged 62 years,76
E02000335,Greenwich 023,63,Aged 63 years,74
E02000335,Greenwich 023,64,Aged 64 years,52
E02000335,Greenwich 023,65,Aged 65 years,61
E02000335,Greenwich 023,66,Aged 66 years,78
E02000335,Greenwich 023,67,Aged 67 years,65
E02000335,Greenwich 023,68,Aged 68 years,52
E02000335,Greenwich 023,69,Aged 69 years,61
E02000335,Greenwich 023,70,Aged 70 years,50
E02000335,Greenwich 023,71,Aged 71 years,56
E02000335,Greenwich 023,72,Aged 72 years,60
E02000335,Greenwich 023,73,Aged 73 years,67
E02000335,Greenwich 023,74,Aged 74 years,66
E02000335,Greenwich 023,75,Aged 75 years,49
E02000335,Greenwich 023,76,Aged 76 years,57
E02000335,Greenwich 023,77,Aged 77 years,39
E02000335,Greenwich 023,78,Aged 78 years,32
E02000335,Greenwich 023,79,Aged 79 years,27
E02000335,Greenwich 023,80,Aged 80 years,31
E02000335,Greenwich 023,81,Aged 81 years,24
E02000335,Greenwich 023,82,Aged 82 years,31
E02000335,Greenwich 023,83,Aged 83 years,38
E02000335,Greenwich 023,84,Aged 84 years,23
E02000335,Greenwich 023,85,Aged 85 years,30
E02000335,Greenwich 023,86,Aged 86 years,22
E02000335,Greenwich 023,87,Aged 87 years,24
E02000335,Greenwich 023,88,Aged 88 years,17
E02000335,Greenwich 023,89,Aged 89 years,13
E02000335,Greenwich 023,90,Aged 90 years,17
E02000335,Greenwich 023,91,Aged 91 years,10
E02000335,Greenwich 023,92,Aged 92 years,10
E02000335,Greenwich 023,93,Aged 93 years,8
E02000335,Greenwich 023,94,Aged 94 years,3
E02000335,Greenwich 023,95,Aged 95 years,4
E02000335,Greenwich 023,96,Aged 96 years,3
E02000335,Greenwich 023,97,Aged 97 years,2
E02000335,Greenwich 023,98,Aged 98 years,0
E02000335,Greenwich 023,99,Aged 99 years,1
E02000335,Greenwich 023,100,Aged 100 years and over,2
