Middle layer Super Output Areas Code,Middle layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E02000018,Barking and Dagenham 017,17,White: Other White,1443
E02000018,Barking and Dagenham 017,18,Other ethnic group: Arab,61
E02000018,Barking and Dagenham 017,19,Other ethnic group: Any other ethnic group,231
E02000019,Barking and Dagenham 018,-8,Does not apply,0
E02000019,Barking and Dagenham 018,1,"Asian, Asian British or Asian Welsh: Bangladeshi",846
E02000019,Barking and Dagenham 018,2,"Asian, Asian British or Asian Welsh: Chinese",70
E02000019,Barking and Dagenham 018,3,"Asian, Asian British or Asian Welsh: Indian",276
E02000019,Barking and Dagenham 018,4,"Asian, Asian British or Asian Welsh: Pakistani",356
E02000019,Barking and Dagenham 018,5,"Asian, Asian British or Asian Welsh: Other Asian",172
E02000019,Barking and Dagenham 018,6,"Black, Black British, Black Welsh, Caribbean or African: African",1673
E02000019,Barking and Dagenham 018,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",269
E02000019,Barking and Dagenham 018,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",259
E02000019,Barking and Dagenham 018,9,Mixed or Multiple ethnic groups: White and Asian,41
E02000019,Barking and Dagenham 018,10,Mixed or Multiple ethnic groups: White and Black African,127
E02000019,Barking and Dagenham 018,11,Mixed or Multiple ethnic groups: White and Black Caribbean,164
E02000019,Barking and Dagenham 018,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,111
E02000019,Barking and Dagenham 018,13,"White: English, Welsh, Scottish, Northern Irish or British",3727
E02000019,Barking and Dagenham 018,14,White: Irish,35
E02000019,Barking and Dagenham 018,15,White: Gypsy or Irish Traveller,7
E02000019,Barking and Dagenham 018,16,White: Roma,27
E02000019,Barking and Dagenham 018,17,White: Other White,1241
E02000019,Barking and Dagenham 018,18,Other ethnic group: Arab,57
E02000019,Barking and Dagenham 018,19,Other ethnic group: Any other ethnic group,203
E02000020,Barking and Dagenham 019,-8,Does not apply,0
E02000020,Barking and Dagenham 019,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1784
E02000020,Barking and Dagenham 019,2,"Asian, Asian British or Asian Welsh: Chinese",152
E02000020,Barking and Dagenham 019,3,"Asian, Asian British or Asian Welsh: Indian",777
E02000020,Barking and Dagenham 019,4,"Asian, Asian British or Asian Welsh: Pakistani",1164
E02000020,Barking and Dagenham 019,5,"Asian, Asian British or Asian Welsh: Other Asian",487
E02000020,Barking and Dagenham 019,6,"Black, Black British, Black Welsh, Caribbean or African: African",2533
E02000020,Barking and Dagenham 019,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",420
E02000020,Barking and Dagenham 019,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",493
E02000020,Barking and Dagenham 019,9,Mixed or Multiple ethnic groups: White and Asian,115
E02000020,Barking and Dagenham 019,10,Mixed or Multiple ethnic groups: White and Black African,197
E02000020,Barking and Dagenham 019,11,Mixed or Multiple ethnic groups: White and Black Caribbean,164
E02000020,Barking and Dagenham 019,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,147
E02000020,Barking and Dagenham 019,13,"White: English, Welsh, Scottish, Northern Irish or British",2865
E02000020,Barking and Dagenham 019,14,White: Irish,65
E02000020,Barking and Dagenham 019,15,White: Gypsy or Irish Traveller,21
E02000020,Barking and Dagenham 019,16,White: Roma,73
E02000020,Barking and Dagenham 019,17,White: Other White,1990
E02000020,Barking and Dagenham 019,18,Other ethnic group: Arab,80
E02000020,Barking and Dagenham 019,19,Other ethnic group: Any other ethnic group,527
E02000021,Barking and Dagenham 020,-8,Does not apply,0
E02000021,Barking and Dagenham 020,1,"Asian, Asian British or Asian Welsh: Bangladeshi",698
E02000021,Barking and Dagenham 020,2,"Asian, Asian British or Asian Welsh: Chinese",43
E02000021,Barking and Dagenham 020,3,"Asian, Asian British or Asian Welsh: Indian",306
E02000021,Barking and Dagenham 020,4,"Asian, Asian British or Asian Welsh: Pakistani",394
E02000021,Barking and Dagenham 020,5,"Asian, Asian British or Asian Welsh: Other Asian",172
E02000021,Barking and Dagenham 020,6,"Black, Black British, Black Welsh, Caribbean or African: African",1901
E02000021,Barking and Dagenham 020,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",290
E02000021,Barking and Dagenham 020,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",292
E02000021,Barking and Dagenham 020,9,Mixed or Multiple ethnic groups: White and Asian,51
E02000021,Barking and Dagenham 020,10,Mixed or Multiple ethnic groups: White and Black African,124
E02000021,Barking and Dagenham 020,11,Mixed or Multiple ethnic groups: White and Black Caribbean,108
E02000021,Barking and Dagenham 020,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,99
E02000021,Barking and Dagenham 020,13,"White: English, Welsh, Scottish, Northern Irish or British",2604
E02000021,Barking and Dagenham 020,14,White: Irish,76
E02000021,Barking and Dagenham 020,15,White: Gypsy or Irish Traveller,15
E02000021,Barking and Dagenham 020,16,White: Roma,31
E02000021,Barking and Dagenham 020,17,White: Other White,1257
E02000021,Barking and Dagenham 020,18,Other ethnic group: Arab,36
E02000021,Barking and Dagenham 020,19,Other ethnic group: Any other ethnic group,266
E02000022,Barking and Dagenham 021,-8,Does not apply,0
E02000022,Barking and Dagenham 021,1,"Asian, Asian British or Asian Welsh: Bangladeshi",681
E02000022,Barking and Dagenham 021,2,"Asian, Asian British or Asian Welsh: Chinese",44
E02000022,Barking and Dagenham 021,3,"Asian, Asian British or Asian Welsh: Indian",331
E02000022,Barking and Dagenham 021,4,"Asian, Asian British or Asian Welsh: Pakistani",759
E02000022,Barking and Dagenham 021,5,"Asian, Asian British or Asian Welsh: Other Asian",195
E02000022,Barking and Dagenham 021,6,"Black, Black British, Black Welsh, Caribbean or African: African",2093
E02000022,Barking and Dagenham 021,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",185
E02000022,Barking and Dagenham 021,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",338
E02000022,Barking and Dagenham 021,9,Mixed or Multiple ethnic groups: White and Asian,65
E02000022,Barking and Dagenham 021,10,Mixed or Multiple ethnic groups: White and Black African,144
E02000022,Barking and Dagenham 021,11,Mixed or Multiple ethnic groups: White and Black Caribbean,104
E02000022,Barking and Dagenham 021,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,98
E02000022,Barking and Dagenham 021,13,"White: English, Welsh, Scottish, Northern Irish or British",1126
E02000022,Barking and Dagenham 021,14,White: Irish,30
E02000022,Barking and Dagenham 021,15,White: Gypsy or Irish Traveller,9
E02000022,Barking and Dagenham 021,16,White: Roma,21
E02000022,Barking and Dagenham 021,17,White: Other White,1149
E02000022,Barking and Dagenham 021,18,Other ethnic group: Arab,96
E02000022,Barking and Dagenham 021,19,Other ethnic group: Any other ethnic group,269
E02000023,Barking and Dagenham 022,-8,Does not apply,0
E02000023,Barking and Dagenham 022,1,"Asian, Asian British or Asian Welsh: Bangladeshi",879
E02000023,Barking and Dagenham 022,2,"Asian, Asian British or Asian Welsh: Chinese",37
E02000023,Barking and Dagenham 022,3,"Asian, Asian British or Asian Welsh: Indian",213
E02000023,Barking and Dagenham 022,4,"Asian, Asian British or Asian Welsh: Pakistani",433
E02000023,Barking and Dagenham 022,5,"Asian, Asian British or Asian Welsh: Other Asian",155
E02000023,Barking and Dagenham 022,6,"Black, Black British, Black Welsh, Caribbean or African: African",2333
E02000023,Barking and Dagenham 022,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",229
E02000023,Barking and Dagenham 022,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",418
E02000023,Barking and Dagenham 022,9,Mixed or Multiple ethnic groups: White and Asian,53
E02000023,Barking and Dagenham 022,10,Mixed or Multiple ethnic groups: White and Black African,124
E02000023,Barking and Dagenham 022,11,Mixed or Multiple ethnic groups: White and Black Caribbean,137
E02000023,Barking and Dagenham 022,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,143
E02000023,Barking and Dagenham 022,13,"White: English, Welsh, Scottish, Northern Irish or British",1754
E02000023,Barking and Dagenham 022,14,White: Irish,21
E02000023,Barking and Dagenham 022,15,White: Gypsy or Irish Traveller,0
E02000023,Barking and Dagenham 022,16,White: Roma,23
E02000023,Barking and Dagenham 022,17,White: Other White,804
E02000023,Barking and Dagenham 022,18,Other ethnic group: Arab,93
E02000023,Barking and Dagenham 022,19,Other ethnic group: Any other ethnic group,168
E02000024,Barnet 001,-8,Does not apply,0
E02000024,Barnet 001,1,"Asian, Asian British or Asian Welsh: Bangladeshi",47
E02000024,Barnet 001,2,"Asian, Asian British or Asian Welsh: Chinese",215
E02000024,Barnet 001,3,"Asian, Asian British or Asian Welsh: Indian",554
E02000024,Barnet 001,4,"Asian, Asian British or Asian Welsh: Pakistani",80
E02000024,Barnet 001,5,"Asian, Asian British or Asian Welsh: Other Asian",356
E02000024,Barnet 001,6,"Black, Black British, Black Welsh, Caribbean or African: African",409
E02000024,Barnet 001,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",70
E02000024,Barnet 001,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",46
E02000024,Barnet 001,9,Mixed or Multiple ethnic groups: White and Asian,233
E02000024,Barnet 001,10,Mixed or Multiple ethnic groups: White and Black African,93
E02000024,Barnet 001,11,Mixed or Multiple ethnic groups: White and Black Caribbean,75
E02000024,Barnet 001,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,183
E02000024,Barnet 001,13,"White: English, Welsh, Scottish, Northern Irish or British",6262
E02000024,Barnet 001,14,White: Irish,351
E02000024,Barnet 001,15,White: Gypsy or Irish Traveller,0
E02000024,Barnet 001,16,White: Roma,19
E02000024,Barnet 001,17,White: Other White,1349
E02000024,Barnet 001,18,Other ethnic group: Arab,56
E02000024,Barnet 001,19,Other ethnic group: Any other ethnic group,441
E02000025,Barnet 002,-8,Does not apply,0
E02000025,Barnet 002,1,"Asian, Asian British or Asian Welsh: Bangladeshi",32
E02000025,Barnet 002,2,"Asian, Asian British or Asian Welsh: Chinese",113
E02000025,Barnet 002,3,"Asian, Asian British or Asian Welsh: Indian",390
E02000025,Barnet 002,4,"Asian, Asian British or Asian Welsh: Pakistani",68
E02000025,Barnet 002,5,"Asian, Asian British or Asian Welsh: Other Asian",356
E02000025,Barnet 002,6,"Black, Black British, Black Welsh, Caribbean or African: African",491
E02000025,Barnet 002,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",99
E02000025,Barnet 002,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",43
E02000025,Barnet 002,9,Mixed or Multiple ethnic groups: White and Asian,151
E02000025,Barnet 002,10,Mixed or Multiple ethnic groups: White and Black African,61
E02000025,Barnet 002,11,Mixed or Multiple ethnic groups: White and Black Caribbean,134
E02000025,Barnet 002,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,165
E02000025,Barnet 002,13,"White: English, Welsh, Scottish, Northern Irish or British",4513
E02000025,Barnet 002,14,White: Irish,248
E02000025,Barnet 002,15,White: Gypsy or Irish Traveller,6
E02000025,Barnet 002,16,White: Roma,21
E02000025,Barnet 002,17,White: Other White,1241
E02000025,Barnet 002,18,Other ethnic group: Arab,67
E02000025,Barnet 002,19,Other ethnic group: Any other ethnic group,381
E02000026,Barnet 003,-8,Does not apply,0
E02000026,Barnet 003,1,"Asian, Asian British or Asian Welsh: Bangladeshi",42
E02000026,Barnet 003,2,"Asian, Asian British or Asian Welsh: Chinese",85
E02000026,Barnet 003,3,"Asian, Asian British or Asian Welsh: Indian",355
E02000026,Barnet 003,4,"Asian, Asian British or Asian Welsh: Pakistani",61
E02000026,Barnet 003,5,"Asian, Asian British or Asian Welsh: Other Asian",265
E02000026,Barnet 003,6,"Black, Black British, Black Welsh, Caribbean or African: African",183
E02000026,Barnet 003,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",52
E02000026,Barnet 003,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",33
E02000026,Barnet 003,9,Mixed or Multiple ethnic groups: White and Asian,90
E02000026,Barnet 003,10,Mixed or Multiple ethnic groups: White and Black African,41
E02000026,Barnet 003,11,Mixed or Multiple ethnic groups: White and Black Caribbean,69
E02000026,Barnet 003,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,131
E02000026,Barnet 003,13,"White: English, Welsh, Scottish, Northern Irish or British",3298
E02000026,Barnet 003,14,White: Irish,110
E02000026,Barnet 003,15,White: Gypsy or Irish Traveller,8
E02000026,Barnet 003,16,White: Roma,12
E02000026,Barnet 003,17,White: Other White,1077
E02000026,Barnet 003,18,Other ethnic group: Arab,39
E02000026,Barnet 003,19,Other ethnic group: Any other ethnic group,508
E02000027,Barnet 004,-8,Does not apply,0
E02000027,Barnet 004,1,"Asian, Asian British or Asian Welsh: Bangladeshi",100
E02000027,Barnet 004,2,"Asian, Asian British or Asian Welsh: Chinese",202
E02000027,Barnet 004,3,"Asian, Asian British or Asian Welsh: Indian",581
E02000027,Barnet 004,4,"Asian, Asian British or Asian Welsh: Pakistani",106
E02000027,Barnet 004,5,"Asian, Asian British or Asian Welsh: Other Asian",529
E02000027,Barnet 004,6,"Black, Black British, Black Welsh, Caribbean or African: African",718
E02000027,Barnet 004,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",128
E02000027,Barnet 004,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",149
E02000027,Barnet 004,9,Mixed or Multiple ethnic groups: White and Asian,161
E02000027,Barnet 004,10,Mixed or Multiple ethnic groups: White and Black African,117
E02000027,Barnet 004,11,Mixed or Multiple ethnic groups: White and Black Caribbean,183
E02000027,Barnet 004,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,189
E02000027,Barnet 004,13,"White: English, Welsh, Scottish, Northern Irish or British",4474
E02000027,Barnet 004,14,White: Irish,274
E02000027,Barnet 004,15,White: Gypsy or Irish Traveller,1
E02000027,Barnet 004,16,White: Roma,37
E02000027,Barnet 004,17,White: Other White,1109
E02000027,Barnet 004,18,Other ethnic group: Arab,95
E02000027,Barnet 004,19,Other ethnic group: Any other ethnic group,495
E02000028,Barnet 005,-8,Does not apply,0
E02000028,Barnet 005,1,"Asian, Asian British or Asian Welsh: Bangladeshi",48
E02000028,Barnet 005,2,"Asian, Asian British or Asian Welsh: Chinese",98
E02000028,Barnet 005,3,"Asian, Asian British or Asian Welsh: Indian",522
E02000028,Barnet 005,4,"Asian, Asian British or Asian Welsh: Pakistani",99
E02000028,Barnet 005,5,"Asian, Asian British or Asian Welsh: Other Asian",338
E02000028,Barnet 005,6,"Black, Black British, Black Welsh, Caribbean or African: African",312
E02000028,Barnet 005,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",84
E02000028,Barnet 005,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",52
E02000028,Barnet 005,9,Mixed or Multiple ethnic groups: White and Asian,100
E02000028,Barnet 005,10,Mixed or Multiple ethnic groups: White and Black African,68
E02000028,Barnet 005,11,Mixed or Multiple ethnic groups: White and Black Caribbean,60
E02000028,Barnet 005,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,126
E02000028,Barnet 005,13,"White: English, Welsh, Scottish, Northern Irish or British",2942
